id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
26494,female,55-74 years,541,5964761,9.07,United Kingdom1986,,"601,452,653,181",11323,G.I. Generation
26495,female,35-54 years,424,6933075,6.12,United Kingdom1986,,"601,452,653,181",11323,Silent
26496,female,25-34 years,161,3980652,4.04,United Kingdom1986,,"601,452,653,181",11323,Boomers
26497,female,15-24 years,97,4538658,2.14,United Kingdom1986,,"601,452,653,181",11323,Generation X
26498,female,5-14 years,2,3480190,0.06,United Kingdom1986,,"601,452,653,181",11323,Generation X
26499,male,5-14 years,2,3674904,0.05,United Kingdom1986,,"601,452,653,181",11323,Generation X
26500,male,75+ years,248,1272201,19.49,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
26501,male,55-74 years,857,5141737,16.67,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
26502,male,35-54 years,1072,6997144,15.32,United Kingdom1987,,"745,162,608,269",13996,Silent
26503,male,25-34 years,618,4130709,14.96,United Kingdom1987,,"745,162,608,269",13996,Boomers
26504,male,15-24 years,461,4665275,9.88,United Kingdom1987,,"745,162,608,269",13996,Generation X
26505,female,55-74 years,464,5919684,7.84,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
26506,female,75+ years,174,2508896,6.94,United Kingdom1987,,"745,162,608,269",13996,G.I. Generation
26507,female,35-54 years,417,6986157,5.97,United Kingdom1987,,"745,162,608,269",13996,Silent
26508,female,25-34 years,168,4073306,4.12,United Kingdom1987,,"745,162,608,269",13996,Boomers
26509,female,15-24 years,105,4483586,2.34,United Kingdom1987,,"745,162,608,269",13996,Generation X
26510,male,5-14 years,7,3625848,0.19,United Kingdom1987,,"745,162,608,269",13996,Generation X
26511,female,5-14 years,3,3435125,0.09,United Kingdom1987,,"745,162,608,269",13996,Generation X
26512,male,75+ years,313,1304946,23.99,United Kingdom1988,,"910,122,732,124",17072,G.I. Generation
26513,male,35-54 years,1218,7060763,17.25,United Kingdom1988,,"910,122,732,124",17072,Silent
26514,male,25-34 years,695,4217963,16.48,United Kingdom1988,,"910,122,732,124",17072,Boomers
26515,male,55-74 years,816,5119070,15.94,United Kingdom1988,,"910,122,732,124",17072,G.I. Generation
26516,male,15-24 years,565,4573487,12.35,United Kingdom1988,,"910,122,732,124",17072,Generation X
26517,female,75+ years,205,2551912,8.03,United Kingdom1988,,"910,122,732,124",17072,G.I. Generation
26518,female,55-74 years,445,5863850,7.59,United Kingdom1988,,"910,122,732,124",17072,G.I. Generation
26519,female,35-54 years,417,7055435,5.91,United Kingdom1988,,"910,122,732,124",17072,Silent
26520,female,25-34 years,171,4162366,4.11,United Kingdom1988,,"910,122,732,124",17072,Boomers
26521,female,15-24 years,120,4389539,2.73,United Kingdom1988,,"910,122,732,124",17072,Generation X
26522,male,5-14 years,4,3599080,0.11,United Kingdom1988,,"910,122,732,124",17072,Generation X
26523,female,5-14 years,2,3412369,0.06,United Kingdom1988,,"910,122,732,124",17072,Generation X
26524,male,75+ years,267,1338351,19.95,United Kingdom1989,,"926,884,816,754",17349,G.I. Generation
26525,male,35-54 years,1117,7132941,15.66,United Kingdom1989,,"926,884,816,754",17349,Silent
26526,male,25-34 years,664,4320494,15.37,United Kingdom1989,,"926,884,816,754",17349,Boomers
26527,male,55-74 years,703,5101514,13.78,United Kingdom1989,,"926,884,816,754",17349,G.I. Generation
26528,male,15-24 years,482,4444822,10.84,United Kingdom1989,,"926,884,816,754",17349,Generation X
26529,female,75+ years,176,2599321,6.77,United Kingdom1989,,"926,884,816,754",17349,G.I. Generation
26530,female,55-74 years,352,5807846,6.06,United Kingdom1989,,"926,884,816,754",17349,G.I. Generation
26531,female,35-54 years,353,7131057,4.95,United Kingdom1989,,"926,884,816,754",17349,Silent
26532,female,25-34 years,157,4262150,3.68,United Kingdom1989,,"926,884,816,754",17349,Boomers
26533,female,15-24 years,87,4270368,2.04,United Kingdom1989,,"926,884,816,754",17349,Generation X
26534,female,5-14 years,2,3415806,0.06,United Kingdom1989,,"926,884,816,754",17349,Generation X
26535,male,5-14 years,1,3600459,0.03,United Kingdom1989,,"926,884,816,754",17349,Generation X
26536,male,75+ years,264,1360178,19.41,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
26537,male,35-54 years,1246,7192919,17.32,United Kingdom1990,0.773,"1,093,169,389,205",20411,Silent
26538,male,25-34 years,763,4427270,17.23,United Kingdom1990,0.773,"1,093,169,389,205",20411,Boomers
26539,male,55-74 years,721,5093581,14.16,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
26540,male,15-24 years,528,4317816,12.23,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
26541,female,55-74 years,340,5762152,5.9,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
26542,female,75+ years,154,2625749,5.86,United Kingdom1990,0.773,"1,093,169,389,205",20411,G.I. Generation
26543,female,35-54 years,360,7196514,5.0,United Kingdom1990,0.773,"1,093,169,389,205",20411,Silent
26544,female,25-34 years,180,4366845,4.12,United Kingdom1990,0.773,"1,093,169,389,205",20411,Boomers
26545,female,15-24 years,85,4138638,2.05,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
26546,male,5-14 years,2,3630327,0.06,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
26547,female,5-14 years,0,3445865,0.0,United Kingdom1990,0.773,"1,093,169,389,205",20411,Generation X
26548,male,35-54 years,1342,7271111,18.46,United Kingdom1991,,"1,142,797,178,131",21201,Boomers
26549,male,25-34 years,801,4577587,17.5,United Kingdom1991,,"1,142,797,178,131",21201,Boomers
26550,male,75+ years,238,1367055,17.41,United Kingdom1991,,"1,142,797,178,131",21201,G.I. Generation
26551,male,55-74 years,628,5106574,12.3,United Kingdom1991,,"1,142,797,178,131",21201,Silent
26552,male,15-24 years,481,4218626,11.4,United Kingdom1991,,"1,142,797,178,131",21201,Generation X
26553,female,75+ years,151,2671099,5.65,United Kingdom1991,,"1,142,797,178,131",21201,G.I. Generation
26554,female,55-74 years,311,5765907,5.39,United Kingdom1991,,"1,142,797,178,131",21201,Silent
26555,female,35-54 years,336,7264229,4.63,United Kingdom1991,,"1,142,797,178,131",21201,Boomers
26556,female,25-34 years,161,4465693,3.61,United Kingdom1991,,"1,142,797,178,131",21201,Boomers
26557,female,15-24 years,93,4021225,2.31,United Kingdom1991,,"1,142,797,178,131",21201,Generation X
26558,male,5-14 years,4,3687655,0.11,United Kingdom1991,,"1,142,797,178,131",21201,Millenials
26559,female,5-14 years,1,3486666,0.03,United Kingdom1991,,"1,142,797,178,131",21201,Millenials
26560,male,35-54 years,1361,7357267,18.5,United Kingdom1992,,"1,179,659,529,660",21815,Boomers
26561,male,25-34 years,785,4655305,16.86,United Kingdom1992,,"1,179,659,529,660",21815,Boomers
26562,male,75+ years,216,1371639,15.75,United Kingdom1992,,"1,179,659,529,660",21815,G.I. Generation
26563,male,55-74 years,693,5128063,13.51,United Kingdom1992,,"1,179,659,529,660",21815,Silent
26564,male,15-24 years,500,4077682,12.26,United Kingdom1992,,"1,179,659,529,660",21815,Generation X
26565,female,75+ years,143,2670510,5.35,United Kingdom1992,,"1,179,659,529,660",21815,G.I. Generation
26566,female,55-74 years,299,5765146,5.19,United Kingdom1992,,"1,179,659,529,660",21815,Silent
26567,female,35-54 years,347,7352110,4.72,United Kingdom1992,,"1,179,659,529,660",21815,Boomers
26568,female,25-34 years,191,4529424,4.22,United Kingdom1992,,"1,179,659,529,660",21815,Boomers
26569,female,15-24 years,91,3882211,2.34,United Kingdom1992,,"1,179,659,529,660",21815,Generation X
26570,male,5-14 years,2,3742157,0.05,United Kingdom1992,,"1,179,659,529,660",21815,Millenials
26571,female,5-14 years,0,3544844,0.0,United Kingdom1992,,"1,179,659,529,660",21815,Millenials
26572,male,35-54 years,1274,7453705,17.09,United Kingdom1993,,"1,061,388,722,256",19553,Boomers
26573,male,25-34 years,773,4707275,16.42,United Kingdom1993,,"1,061,388,722,256",19553,Boomers
26574,male,75+ years,221,1361095,16.24,United Kingdom1993,,"1,061,388,722,256",19553,G.I. Generation
26575,male,15-24 years,501,3957719,12.66,United Kingdom1993,,"1,061,388,722,256",19553,Generation X
26576,male,55-74 years,652,5170730,12.61,United Kingdom1993,,"1,061,388,722,256",19553,Silent
26577,female,75+ years,166,2647900,6.27,United Kingdom1993,,"1,061,388,722,256",19553,G.I. Generation
26578,female,55-74 years,263,5792600,4.54,United Kingdom1993,,"1,061,388,722,256",19553,Silent
26579,female,35-54 years,335,7448149,4.5,United Kingdom1993,,"1,061,388,722,256",19553,Boomers
26580,female,25-34 years,181,4569482,3.96,United Kingdom1993,,"1,061,388,722,256",19553,Boomers
26581,female,15-24 years,82,3760574,2.18,United Kingdom1993,,"1,061,388,722,256",19553,Generation X
26582,male,5-14 years,12,3806053,0.32,United Kingdom1993,,"1,061,388,722,256",19553,Millenials
26583,female,5-14 years,2,3608700,0.06,United Kingdom1993,,"1,061,388,722,256",19553,Millenials
26584,male,25-34 years,881,4751200,18.54,United Kingdom1994,,"1,140,489,745,944",20927,Boomers
26585,male,35-54 years,1242,7561779,16.42,United Kingdom1994,,"1,140,489,745,944",20927,Boomers
26586,male,75+ years,218,1349491,16.15,United Kingdom1994,,"1,140,489,745,944",20927,G.I. Generation
26587,male,15-24 years,445,3868779,11.5,United Kingdom1994,,"1,140,489,745,944",20927,Generation X
26588,male,55-74 years,595,5209306,11.42,United Kingdom1994,,"1,140,489,745,944",20927,Silent
26589,female,75+ years,148,2619957,5.65,United Kingdom1994,,"1,140,489,745,944",20927,G.I. Generation
26590,female,55-74 years,256,5816530,4.4,United Kingdom1994,,"1,140,489,745,944",20927,Silent
26591,female,35-54 years,324,7557704,4.29,United Kingdom1994,,"1,140,489,745,944",20927,Boomers
26592,female,25-34 years,176,4606941,3.82,United Kingdom1994,,"1,140,489,745,944",20927,Boomers
26593,female,15-24 years,82,3674808,2.23,United Kingdom1994,,"1,140,489,745,944",20927,Generation X
26594,male,5-14 years,9,3837961,0.23,United Kingdom1994,,"1,140,489,745,944",20927,Millenials
26595,female,5-14 years,4,3642837,0.11,United Kingdom1994,,"1,140,489,745,944",20927,Millenials
26596,male,25-34 years,858,4776564,17.96,United Kingdom1995,0.837,"1,335,218,557,677",24389,Generation X
26597,male,35-54 years,1247,7691950,16.21,United Kingdom1995,0.837,"1,335,218,557,677",24389,Boomers
26598,male,75+ years,222,1412937,15.71,United Kingdom1995,0.837,"1,335,218,557,677",24389,G.I. Generation
26599,male,55-74 years,602,5179979,11.62,United Kingdom1995,0.837,"1,335,218,557,677",24389,Silent
26600,male,15-24 years,419,3811646,10.99,United Kingdom1995,0.837,"1,335,218,557,677",24389,Generation X
26601,female,75+ years,152,2692330,5.65,United Kingdom1995,0.837,"1,335,218,557,677",24389,G.I. Generation
26602,female,35-54 years,344,7672199,4.48,United Kingdom1995,0.837,"1,335,218,557,677",24389,Boomers
26603,female,55-74 years,237,5746814,4.12,United Kingdom1995,0.837,"1,335,218,557,677",24389,Silent
26604,female,25-34 years,143,4614434,3.1,United Kingdom1995,0.837,"1,335,218,557,677",24389,Generation X
26605,female,15-24 years,81,3624373,2.23,United Kingdom1995,0.837,"1,335,218,557,677",24389,Generation X
26606,male,5-14 years,6,3859464,0.16,United Kingdom1995,0.837,"1,335,218,557,677",24389,Millenials
26607,female,5-14 years,4,3664274,0.11,United Kingdom1995,0.837,"1,335,218,557,677",24389,Millenials
26608,male,25-34 years,858,4786490,17.93,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
26609,male,35-54 years,1189,7859858,15.13,United Kingdom1996,,"1,408,781,591,264",25609,Boomers
26610,male,75+ years,218,1460275,14.93,United Kingdom1996,,"1,408,781,591,264",25609,G.I. Generation
26611,male,55-74 years,552,5146338,10.73,United Kingdom1996,,"1,408,781,591,264",25609,Silent
26612,male,15-24 years,362,3746067,9.66,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
26613,female,75+ years,134,2740309,4.89,United Kingdom1996,,"1,408,781,591,264",25609,G.I. Generation
26614,female,35-54 years,350,7826169,4.47,United Kingdom1996,,"1,408,781,591,264",25609,Boomers
26615,female,25-34 years,190,4613261,4.12,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
26616,female,55-74 years,218,5677006,3.84,United Kingdom1996,,"1,408,781,591,264",25609,Silent
26617,female,15-24 years,88,3564927,2.47,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
26618,male,5-14 years,6,3894281,0.15,United Kingdom1996,,"1,408,781,591,264",25609,Millenials
26619,female,5-14 years,0,3697226,0.0,United Kingdom1996,,"1,408,781,591,264",25609,Millenials
26620,male,25-34 years,832,4758740,17.48,United Kingdom1997,,"1,552,483,628,029",28091,Generation X
26621,male,75+ years,252,1500323,16.8,United Kingdom1997,,"1,552,483,628,029",28091,G.I. Generation
26622,male,35-54 years,1180,8015651,14.72,United Kingdom1997,,"1,552,483,628,029",28091,Boomers
26623,male,15-24 years,411,3696059,11.12,United Kingdom1997,,"1,552,483,628,029",28091,Generation X
26624,male,55-74 years,519,5148166,10.08,United Kingdom1997,,"1,552,483,628,029",28091,Silent
26625,female,35-54 years,358,7970382,4.49,United Kingdom1997,,"1,552,483,628,029",28091,Boomers
26626,female,55-74 years,224,5648065,3.97,United Kingdom1997,,"1,552,483,628,029",28091,Silent
26627,female,75+ years,107,2771148,3.86,United Kingdom1997,,"1,552,483,628,029",28091,G.I. Generation
26628,female,25-34 years,171,4576730,3.74,United Kingdom1997,,"1,552,483,628,029",28091,Generation X
26629,female,15-24 years,82,3520027,2.33,United Kingdom1997,,"1,552,483,628,029",28091,Generation X
26630,female,5-14 years,4,3732059,0.11,United Kingdom1997,,"1,552,483,628,029",28091,Millenials
26631,male,5-14 years,3,3929285,0.08,United Kingdom1997,,"1,552,483,628,029",28091,Millenials
26632,male,25-34 years,968,4695840,20.61,United Kingdom1998,,"1,638,511,096,390",29508,Generation X
26633,male,35-54 years,1280,8158001,15.69,United Kingdom1998,,"1,638,511,096,390",29508,Boomers
26634,male,75+ years,204,1534356,13.3,United Kingdom1998,,"1,638,511,096,390",29508,G.I. Generation
26635,male,55-74 years,571,5191604,11.0,United Kingdom1998,,"1,638,511,096,390",29508,Silent
26636,male,15-24 years,382,3673423,10.4,United Kingdom1998,,"1,638,511,096,390",29508,Generation X
26637,female,75+ years,122,2797439,4.36,United Kingdom1998,,"1,638,511,096,390",29508,G.I. Generation
26638,female,55-74 years,244,5664521,4.31,United Kingdom1998,,"1,638,511,096,390",29508,Silent
26639,female,35-54 years,334,8098801,4.12,United Kingdom1998,,"1,638,511,096,390",29508,Boomers
26640,female,25-34 years,177,4508772,3.93,United Kingdom1998,,"1,638,511,096,390",29508,Generation X
26641,female,15-24 years,101,3501036,2.88,United Kingdom1998,,"1,638,511,096,390",29508,Generation X
26642,female,5-14 years,4,3753737,0.11,United Kingdom1998,,"1,638,511,096,390",29508,Millenials
26643,male,5-14 years,2,3949849,0.05,United Kingdom1998,,"1,638,511,096,390",29508,Millenials
26644,male,25-34 years,839,4615720,18.18,United Kingdom1999,,"1,665,623,685,488",29832,Generation X
26645,male,35-54 years,1361,8305433,16.39,United Kingdom1999,,"1,665,623,685,488",29832,Boomers
26646,male,75+ years,242,1562363,15.49,United Kingdom1999,,"1,665,623,685,488",29832,G.I. Generation
26647,male,55-74 years,604,5254251,11.5,United Kingdom1999,,"1,665,623,685,488",29832,Silent
26648,male,15-24 years,393,3680455,10.68,United Kingdom1999,,"1,665,623,685,488",29832,Generation X
26649,female,75+ years,144,2807489,5.13,United Kingdom1999,,"1,665,623,685,488",29832,G.I. Generation
26650,female,35-54 years,369,8226330,4.49,United Kingdom1999,,"1,665,623,685,488",29832,Boomers
26651,female,55-74 years,232,5703910,4.07,United Kingdom1999,,"1,665,623,685,488",29832,Silent
26652,female,25-34 years,171,4419817,3.87,United Kingdom1999,,"1,665,623,685,488",29832,Generation X
26653,female,15-24 years,88,3503102,2.51,United Kingdom1999,,"1,665,623,685,488",29832,Generation X
26654,male,5-14 years,4,3975507,0.1,United Kingdom1999,,"1,665,623,685,488",29832,Millenials
26655,female,5-14 years,1,3778962,0.03,United Kingdom1999,,"1,665,623,685,488",29832,Millenials
26656,male,25-34 years,768,4536556,16.93,United Kingdom2000,0.865,"1,647,951,278,560",29358,Generation X
26657,male,35-54 years,1357,8459117,16.04,United Kingdom2000,0.865,"1,647,951,278,560",29358,Boomers
26658,male,75+ years,223,1589527,14.03,United Kingdom2000,0.865,"1,647,951,278,560",29358,G.I. Generation
26659,male,55-74 years,568,5314648,10.69,United Kingdom2000,0.865,"1,647,951,278,560",29358,Silent
26660,male,15-24 years,390,3709456,10.51,United Kingdom2000,0.865,"1,647,951,278,560",29358,Generation X
26661,female,35-54 years,386,8366055,4.61,United Kingdom2000,0.865,"1,647,951,278,560",29358,Boomers
26662,female,75+ years,109,2816810,3.87,United Kingdom2000,0.865,"1,647,951,278,560",29358,G.I. Generation
26663,female,25-34 years,167,4332330,3.85,United Kingdom2000,0.865,"1,647,951,278,560",29358,Generation X
26664,female,55-74 years,212,5750273,3.69,United Kingdom2000,0.865,"1,647,951,278,560",29358,Silent
26665,female,15-24 years,101,3523496,2.87,United Kingdom2000,0.865,"1,647,951,278,560",29358,Generation X
26666,male,5-14 years,5,3967341,0.13,United Kingdom2000,0.865,"1,647,951,278,560",29358,Millenials
26667,female,5-14 years,4,3768300,0.11,United Kingdom2000,0.865,"1,647,951,278,560",29358,Millenials
26668,male,25-34 years,723,4243590,17.04,United Kingdom2001,,"1,621,510,004,318",29179,Generation X
26669,male,35-54 years,1317,8222369,16.02,United Kingdom2001,,"1,621,510,004,318",29179,Boomers
26670,male,75+ years,225,1618917,13.9,United Kingdom2001,,"1,621,510,004,318",29179,Silent
26671,male,55-74 years,569,5390372,10.56,United Kingdom2001,,"1,621,510,004,318",29179,Silent
26672,male,15-24 years,361,3650328,9.89,United Kingdom2001,,"1,621,510,004,318",29179,Millenials
26673,female,35-54 years,373,8374702,4.45,United Kingdom2001,,"1,621,510,004,318",29179,Boomers
26674,female,55-74 years,239,5820231,4.11,United Kingdom2001,,"1,621,510,004,318",29179,Silent
26675,female,75+ years,106,2801024,3.78,United Kingdom2001,,"1,621,510,004,318",29179,Silent
26676,female,25-34 years,136,4251558,3.2,United Kingdom2001,,"1,621,510,004,318",29179,Generation X
26677,female,15-24 years,72,3581981,2.01,United Kingdom2001,,"1,621,510,004,318",29179,Millenials
26678,male,5-14 years,4,3902253,0.1,United Kingdom2001,,"1,621,510,004,318",29179,Millenials
26679,female,5-14 years,3,3714668,0.08,United Kingdom2001,,"1,621,510,004,318",29179,Millenials
26680,male,25-34 years,747,4114056,18.16,United Kingdom2002,,"1,768,408,273,381",31630,Generation X
26681,male,35-54 years,1350,8250038,16.36,United Kingdom2002,,"1,768,408,273,381",31630,Boomers
26682,male,75+ years,175,1653523,10.58,United Kingdom2002,,"1,768,408,273,381",31630,Silent
26683,male,55-74 years,564,5545751,10.17,United Kingdom2002,,"1,768,408,273,381",31630,Silent
26684,male,15-24 years,323,3758190,8.59,United Kingdom2002,,"1,768,408,273,381",31630,Millenials
26685,female,75+ years,117,2817222,4.15,United Kingdom2002,,"1,768,408,273,381",31630,Silent
26686,female,35-54 years,349,8405892,4.15,United Kingdom2002,,"1,768,408,273,381",31630,Boomers
26687,female,25-34 years,170,4149794,4.1,United Kingdom2002,,"1,768,408,273,381",31630,Generation X
26688,female,55-74 years,222,5969004,3.72,United Kingdom2002,,"1,768,408,273,381",31630,Silent
26689,female,15-24 years,90,3642294,2.47,United Kingdom2002,,"1,768,408,273,381",31630,Millenials
26690,female,5-14 years,5,3706268,0.13,United Kingdom2002,,"1,768,408,273,381",31630,Millenials
26691,male,5-14 years,5,3896912,0.13,United Kingdom2002,,"1,768,408,273,381",31630,Millenials
26692,male,25-34 years,637,4023648,15.83,United Kingdom2003,,"2,038,395,102,041",36289,Generation X
26693,male,35-54 years,1311,8282037,15.83,United Kingdom2003,,"2,038,395,102,041",36289,Boomers
26694,male,75+ years,209,1681364,12.43,United Kingdom2003,,"2,038,395,102,041",36289,Silent
26695,male,55-74 years,575,5665717,10.15,United Kingdom2003,,"2,038,395,102,041",36289,Silent
26696,male,15-24 years,316,3854815,8.2,United Kingdom2003,,"2,038,395,102,041",36289,Millenials
26697,female,35-54 years,381,8432837,4.52,United Kingdom2003,,"2,038,395,102,041",36289,Boomers
26698,female,75+ years,104,2821243,3.69,United Kingdom2003,,"2,038,395,102,041",36289,Silent
26699,female,25-34 years,144,4059897,3.55,United Kingdom2003,,"2,038,395,102,041",36289,Generation X
26700,female,55-74 years,207,6085995,3.4,United Kingdom2003,,"2,038,395,102,041",36289,Silent
26701,female,15-24 years,91,3718206,2.45,United Kingdom2003,,"2,038,395,102,041",36289,Millenials
26702,female,5-14 years,2,3677964,0.05,United Kingdom2003,,"2,038,395,102,041",36289,Millenials
26703,male,5-14 years,2,3868048,0.05,United Kingdom2003,,"2,038,395,102,041",36289,Millenials
26704,male,35-54 years,1422,8324962,17.08,United Kingdom2004,,"2,398,555,474,185",42486,Boomers
26705,male,25-34 years,599,3960327,15.13,United Kingdom2004,,"2,398,555,474,185",42486,Generation X
26706,male,75+ years,221,1713028,12.9,United Kingdom2004,,"2,398,555,474,185",42486,Silent
26707,male,55-74 years,601,5755684,10.44,United Kingdom2004,,"2,398,555,474,185",42486,Silent
26708,male,15-24 years,315,3953382,7.97,United Kingdom2004,,"2,398,555,474,185",42486,Millenials
26709,female,35-54 years,423,8494403,4.98,United Kingdom2004,,"2,398,555,474,185",42486,Boomers
26710,female,75+ years,115,2829135,4.06,United Kingdom2004,,"2,398,555,474,185",42486,Silent
26711,female,55-74 years,244,6170678,3.95,United Kingdom2004,,"2,398,555,474,185",42486,Silent
26712,female,25-34 years,150,3993258,3.76,United Kingdom2004,,"2,398,555,474,185",42486,Generation X
26713,female,15-24 years,88,3785230,2.32,United Kingdom2004,,"2,398,555,474,185",42486,Millenials
26714,male,5-14 years,4,3832497,0.1,United Kingdom2004,,"2,398,555,474,185",42486,Millenials
26715,female,5-14 years,1,3642427,0.03,United Kingdom2004,,"2,398,555,474,185",42486,Millenials
26716,male,35-54 years,1359,8397155,16.18,United Kingdom2005,0.89,"2,520,701,818,182",44372,Boomers
26717,male,25-34 years,563,3951996,14.25,United Kingdom2005,0.89,"2,520,701,818,182",44372,Generation X
26718,male,75+ years,215,1749520,12.29,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
26719,male,55-74 years,617,5831367,10.58,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
26720,male,15-24 years,296,4029567,7.35,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
26721,female,35-54 years,405,8555323,4.73,United Kingdom2005,0.89,"2,520,701,818,182",44372,Boomers
26722,female,25-34 years,162,3983494,4.07,United Kingdom2005,0.89,"2,520,701,818,182",44372,Generation X
26723,female,55-74 years,237,6236531,3.8,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
26724,female,75+ years,97,2844822,3.41,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
26725,female,15-24 years,88,3856149,2.28,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
26726,female,5-14 years,4,3591721,0.11,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
26727,male,5-14 years,4,3781379,0.11,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
26728,male,35-54 years,1457,8462315,17.22,United Kingdom2006,,"2,692,612,695,492",47163,Boomers
26729,male,25-34 years,562,3940414,14.26,United Kingdom2006,,"2,692,612,695,492",47163,Generation X
26730,male,55-74 years,656,5891585,11.13,United Kingdom2006,,"2,692,612,695,492",47163,Silent
26731,male,75+ years,199,1792119,11.1,United Kingdom2006,,"2,692,612,695,492",47163,Silent
26732,male,15-24 years,308,4108191,7.5,United Kingdom2006,,"2,692,612,695,492",47163,Millenials
26733,female,35-54 years,397,8633179,4.6,United Kingdom2006,,"2,692,612,695,492",47163,Boomers
26734,female,55-74 years,238,6287636,3.79,United Kingdom2006,,"2,692,612,695,492",47163,Silent
26735,female,25-34 years,138,3955936,3.49,United Kingdom2006,,"2,692,612,695,492",47163,Generation X
26736,female,75+ years,86,2866699,3.0,United Kingdom2006,,"2,692,612,695,492",47163,Silent
26737,female,15-24 years,74,3911869,1.89,United Kingdom2006,,"2,692,612,695,492",47163,Millenials
26738,male,5-14 years,4,3709139,0.11,United Kingdom2006,,"2,692,612,695,492",47163,Millenials
26739,female,5-14 years,3,3532047,0.08,United Kingdom2006,,"2,692,612,695,492",47163,Millenials
26740,male,35-54 years,1332,8519029,15.64,United Kingdom2007,,"3,074,359,743,898",53576,Boomers
26741,male,25-34 years,547,3935970,13.9,United Kingdom2007,,"3,074,359,743,898",53576,Generation X
26742,male,75+ years,214,1834466,11.67,United Kingdom2007,,"3,074,359,743,898",53576,Silent
26743,male,55-74 years,613,5943853,10.31,United Kingdom2007,,"3,074,359,743,898",53576,Silent
26744,male,15-24 years,309,4193170,7.37,United Kingdom2007,,"3,074,359,743,898",53576,Millenials
26745,female,35-54 years,354,8709169,4.06,United Kingdom2007,,"3,074,359,743,898",53576,Boomers
26746,female,55-74 years,230,6345128,3.62,United Kingdom2007,,"3,074,359,743,898",53576,Silent
26747,female,25-34 years,132,3923507,3.36,United Kingdom2007,,"3,074,359,743,898",53576,Generation X
26748,female,75+ years,82,2886921,2.84,United Kingdom2007,,"3,074,359,743,898",53576,Silent
26749,female,15-24 years,70,3963103,1.77,United Kingdom2007,,"3,074,359,743,898",53576,Millenials
26750,male,5-14 years,10,3648686,0.27,United Kingdom2007,,"3,074,359,743,898",53576,Generation Z
26751,female,5-14 years,4,3479755,0.11,United Kingdom2007,,"3,074,359,743,898",53576,Generation Z
26752,male,35-54 years,1441,8559778,16.83,United Kingdom2008,,"2,890,564,338,235",50111,Boomers
26753,male,25-34 years,617,3984635,15.48,United Kingdom2008,,"2,890,564,338,235",50111,Generation X
26754,male,75+ years,221,1873437,11.8,United Kingdom2008,,"2,890,564,338,235",50111,Silent
26755,male,55-74 years,692,6013042,11.51,United Kingdom2008,,"2,890,564,338,235",50111,Silent
26756,male,15-24 years,323,4214828,7.66,United Kingdom2008,,"2,890,564,338,235",50111,Millenials
26757,female,35-54 years,420,8751380,4.8,United Kingdom2008,,"2,890,564,338,235",50111,Boomers
26758,female,25-34 years,156,3915840,3.98,United Kingdom2008,,"2,890,564,338,235",50111,Generation X
26759,female,55-74 years,207,6414224,3.23,United Kingdom2008,,"2,890,564,338,235",50111,Silent
26760,female,75+ years,88,2901507,3.03,United Kingdom2008,,"2,890,564,338,235",50111,Silent
26761,female,15-24 years,81,4000750,2.02,United Kingdom2008,,"2,890,564,338,235",50111,Millenials
26762,female,5-14 years,7,3443457,0.2,United Kingdom2008,,"2,890,564,338,235",50111,Generation Z
26763,male,5-14 years,6,3610494,0.17,United Kingdom2008,,"2,890,564,338,235",50111,Generation Z
26764,male,35-54 years,1542,8582671,17.97,United Kingdom2009,,"2,382,825,985,356",41074,Boomers
26765,male,25-34 years,564,4047103,13.94,United Kingdom2009,,"2,382,825,985,356",41074,Generation X
26766,male,55-74 years,676,6096376,11.09,United Kingdom2009,,"2,382,825,985,356",41074,Silent
26767,male,75+ years,195,1911370,10.2,United Kingdom2009,,"2,382,825,985,356",41074,Silent
26768,male,15-24 years,332,4210903,7.88,United Kingdom2009,,"2,382,825,985,356",41074,Millenials
26769,female,35-54 years,387,8778984,4.41,United Kingdom2009,,"2,382,825,985,356",41074,Boomers
26770,female,55-74 years,229,6497453,3.52,United Kingdom2009,,"2,382,825,985,356",41074,Silent
